採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2017/4/17 上午 10:35:00,1223,1.0,27.4,21.8,8.1,54,--,8.9,103.9,<1.0,4.6,3.6,2500,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2017/3/9 上午 11:15:00,1223,1.0,14.1,15.9,7.6,65,--,9.8,101.1,<1.0,<4.0,2.8,2100,<0.01,--,0.084,0.46,0.97,0.008,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,<0.002,0.008,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2017/2/8 上午 08:05:00,1223,1.0,16.1,16.3,7.4,58,--,9.7,100.9,<1.0,<4.0,1.2,3100,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2017/1/6 上午 07:25:00,1223,1.0,20.1,19.4,7.1,68,--,9.0,99.8,<1.0,5.0,1.8,4500,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/12/7 上午 09:55:00,1224,3.3,15.2,18.4,8.2,329,--,9.1,96.9,<1.0,10.9,368,17000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/11/9 上午 08:25:00,1224,3.3,21.8,21.0,8.2,326,--,8.9,99.4,<1.0,9.1,1530,2200,0.04,--,0.222,--,0.45,--,<0.001,<0.003,<0.002,0.0015,<0.0003,0.008,0.033,0.300,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/10/22 上午 08:57:00,1224,3.3,24.0,20.4,8.2,330,--,7.4,82.8,<1.0,5.1,1960,2800,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/9/16 下午 01:05:00,1224,2.3,34.1,30.7,8.4,412,--,7.6,102.4,<1.0,<4.0,86.4,3600,<0.01,--,0.029,--,0.50,--,<0.001,0.003,<0.002,0.0011,<0.0003,0.008,0.024,0.104,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/8/4 上午 08:25:00,1224,3.3,30.2,25.9,8.3,495,--,8.2,102.8,<1.0,13.9,3060,3000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/7/4 上午 11:55:00,1224,3.3,36.3,28.7,8.2,450,--,7.7,100.4,<1.0,<4.0,903,4500,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/6/7 上午 08:55:00,1224,3.3,30.7,26.5,8.3,469,--,8.3,104.8,<1.0,<4.0,1280,26000,0.06,--,0.499,--,0.84,--,<0.001,<0.003,<0.002,0.0014,<0.0003,<0.001,0.010,0.464,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/5/5 上午 10:15:00,1224,1.5,31.8,26.2,8.2,494,--,7.6,93.9,1.1,8.4,31.2,14000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/4/17 上午 11:25:00,1224,3.3,28.1,25.6,8.4,469,--,8.6,105.9,1.1,6.4,666,2000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/3/9 下午 12:05:00,1224,3.3,14.5,17.1,8.3,482,--,9.3,96.1,<1.0,<4.0,670,45000,0.12,--,0.302,0.64,0.59,0.031,<0.001,<0.003,<0.002,0.0044,<0.0003,0.009,0.041,0.373,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/2/8 上午 08:55:00,1224,1.5,18.6,17.8,8.3,421,--,9.3,98.1,<1.0,<4.0,30.0,14000,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2017/1/6 上午 08:15:00,1224,1.5,20.6,20.5,8.2,420,--,8.6,95.4,<1.0,4.6,22.5,6100,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/12/7 上午 10:45:00,1225,3.3,15.8,18.6,8.1,349,--,9.1,96.6,<1.0,12.7,357,19000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/11/9 上午 09:15:00,1225,3.3,22.0,21.7,8.1,296,--,8.3,94.5,<1.0,7.0,1080,34000,0.06,--,0.300,--,0.44,--,<0.001,0.006,<0.002,0.0087,<0.0003,0.006,0.025,0.265,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/10/22 上午 09:45:00,1225,3.3,24.5,20.8,8.1,327,--,7.2,80.6,<1.0,<4.0,1630,2200,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/9/16 下午 01:55:00,1225,3.3,35.2,31.8,8.2,467,--,7.0,95.5,1.6,<4.0,178,1900,0.06,--,0.033,--,0.54,--,<0.001,0.006,<0.002,0.0013,<0.0003,0.007,0.024,0.086,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/8/4 上午 09:15:00,1225,3.3,32.1,26.9,8.2,487,--,8.5,110.6,1.3,11.9,2950,24000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/7/4 下午 12:45:00,1225,3.3,36.9,28.8,8.2,482,--,7.4,96.0,<1.0,<4.0,967,25000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/6/7 上午 09:45:00,1225,3.3,32.4,27.2,8.1,474,--,7.9,98.2,<1.0,<4.0,1040,35000,0.05,--,0.326,--,0.86,--,0.006,0.046,<0.002,0.0036,<0.0003,0.048,0.159,0.848,0.002,--,--,--,--,--,受降雨影響，重金屬伴隨SS升高
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/5/5 上午 11:05:00,1225,2.3,32.7,27.3,8.0,530,--,7.4,93.7,<1.0,8.3,67.6,3000,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/4/17 下午 12:15:00,1225,3.3,28.9,26.7,8.1,504,--,8.1,102.1,1.7,9.4,108,4700,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/3/9 下午 01:25:00,1225,3.3,14.8,17.1,7.9,521,--,9.3,96.8,<1.0,<4.0,202,24000,0.16,--,0.208,0.69,0.73,0.050,<0.001,<0.003,<0.002,0.0016,<0.0003,<0.001,0.011,0.154,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/2/8 上午 10:55:00,1225,1.5,22.3,20.2,8.2,468,--,9.1,100.9,<1.0,<4.0,42.4,6100,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2017/1/6 上午 09:05:00,1225,1.5,22.8,21.4,8.0,461,--,8.2,92.7,<1.0,4.4,49.7,7600,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/12/7 下午 02:15:00,1226,3.3,18.6,19.4,8.1,366,--,8.8,95.8,<1.0,14.7,341,3400,0.05,4.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/11/9 上午 04:02:00,1226,3.3,22.1,23.4,8.0,437,--,8.1,94.8,<1.0,5.5,1550,29000,0.08,2.4,0.401,--,0.45,--,<0.001,0.005,<0.002,0.0019,<0.0003,0.005,0.020,0.229,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/10/22 下午 01:05:00,1226,3.3,26.2,22.8,8.2,394,--,8.4,97.5,<1.0,<4.0,1560,2400,0.05,13.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/9/16 上午 09:25:00,1226,3.3,30.1,26.8,8.1,485,--,7.8,98.7,<1.0,6.1,299,4100,0.04,5.6,0.032,--,0.58,--,<0.001,<0.003,<0.002,0.0020,<0.0003,0.012,0.032,0.180,<0.001,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/8/4 上午 10:35:00,1226,3.3,34.1,28.1,8.2,451,--,7.6,97.9,<1.0,10.0,2220,25000,0.07,2.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/7/4 上午 09:25:00,1226,3.3,30.1,26.2,8.2,437,--,8.0,98.9,<1.0,<4.0,1170,14000,0.04,4.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/6/7 上午 11:05:00,1226,3.8,33.2,27.2,8.2,471,--,6.0,74.9,<1.0,<4.0,1940,30000,0.08,5.2,0.584,--,0.98,--,0.003,0.030,<0.002,0.0018,<0.0003,0.027,0.085,0.946,0.006,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/5/5 上午 08:05:00,1226,3.3,28.3,25.0,8.2,522,--,8.1,98.2,<1.0,9.2,176,53000,0.08,4.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/4/17 下午 03:35:00,1226,2.3,27.0,27.7,8.3,542,--,8.4,106.9,1.2,9.1,71.0,2500,0.08,6.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/3/9 上午 09:55:00,1226,3.3,14.6,15.9,7.9,486,--,8.9,90.2,1.2,<4.0,242,19000,0.18,4.1,0.266,0.91,0.80,0.044,<0.001,0.010,<0.002,0.0017,<0.0003,0.025,0.097,0.173,<0.001,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/2/8 上午 09:55:00,1226,2.3,17.0,18.4,8.1,480,--,9.1,96.8,<1.0,5.2,63.4,5400,0.09,3.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2017/1/6 上午 05:45:00,1226,3.3,22.0,21.4,8.1,474,--,8.2,93.1,<1.0,<4.0,131,5400,0.07,3.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/12/7 上午 10:25:00,1228,1.0,18.7,21.2,7.2,175,--,7.9,88.4,<1.0,<4.0,9.0,4100,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/11/9 上午 08:25:00,1228,1.0,21.7,22.5,7.2,152,--,7.0,80.2,1.0,7.6,15.2,40000,0.25,--,0.051,--,0.42,--,<0.001,0.003,<0.002,0.0009,<0.0003,0.002,0.012,0.041,<0.001,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/10/22 上午 09:55:00,1228,1.0,25.5,22.2,7.4,198,--,7.5,86.0,<1.0,<4.0,8.1,3600,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/9/16 下午 12:55:00,1228,1.0,31.6,27.2,7.6,201,--,6.5,83.0,<1.0,7.0,7.4,2800,0.05,--,0.099,--,0.90,--,<0.001,<0.003,<0.002,0.0008,<0.0003,0.004,0.010,0.036,<0.001,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/8/4 上午 08:25:00,1228,3.5,30.8,27.5,7.2,226,--,3.4,43.6,1.3,7.5,17.9,3600,1.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/7/4 上午 10:25:00,1228,2.8,30.5,26.0,7.2,215,--,4.0,49.9,1.5,<4.0,8.6,5600,0.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/6/7 上午 08:55:00,1228,2.0,30.4,26.2,7.1,205,--,5.0,61.9,<1.0,<4.0,6.0,12000,0.57,--,0.169,--,1.14,--,<0.001,<0.003,<0.002,0.0008,<0.0003,0.002,0.013,0.075,0.002,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/5/5 上午 10:35:00,1228,2.0,30.2,26.6,7.4,232,--,6.4,79.9,2.8,11.1,5.5,4900,0.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/4/17 上午 11:25:00,1228,1.5,27.1,25.9,7.2,209,--,6.7,83.9,1.7,10.6,6.8,800,0.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/3/9 上午 10:45:00,1228,1.5,14.6,17.5,7.5,265,--,6.9,71.9,<1.0,6.0,16.5,11000,0.51,--,0.286,0.67,1.16,0.080,<0.001,<0.003,<0.002,0.0009,<0.0003,<0.001,0.022,0.039,<0.001,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/2/8 上午 10:45:00,1228,1.0,17.3,20.4,7.4,191,--,7.4,82.3,<1.0,4.2,6.6,23000,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2017/1/6 上午 08:05:00,1228,1.0,21.4,21.6,7.4,218,--,6.5,74.0,1.3,4.1,9.0,7000,0.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/12/7 上午 11:15:00,1230,1.0,18.5,20.5,7.1,204,--,7.1,78.7,<1.0,6.0,4.0,24000,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/11/9 上午 09:15:00,1230,1.5,22.0,22.4,7.5,139,--,7.1,81.7,1.2,8.1,30.7,33000,0.30,--,0.031,--,0.41,--,<0.001,<0.003,<0.002,0.0035,<0.0003,0.003,0.011,0.058,<0.001,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/10/22 上午 10:45:00,1230,1.5,26.1,22.9,7.5,226,--,6.9,80.8,1.0,<4.0,20.4,8400,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/9/16 下午 01:45:00,1230,2.0,32.2,30.3,7.7,290,--,5.8,77.4,2.6,11.9,14.3,44000,0.65,--,0.050,--,0.67,--,<0.001,<0.003,<0.002,0.0132,<0.0003,0.005,0.009,0.121,<0.001,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/8/4 上午 09:15:00,1230,2.8,31.9,30.7,7.6,313,--,7.4,99.7,3.2,7.6,12.4,5600,1.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/7/4 上午 11:15:00,1230,2.0,30.7,29.7,7.8,266,--,7.7,101.7,4.9,13.3,16.7,5400,0.65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/6/7 上午 09:45:00,1230,2.8,31.3,30.0,7.5,278,--,6.4,84.6,2.2,8.5,12.5,21000,1.14,--,0.188,--,0.76,--,<0.001,<0.003,<0.002,0.0096,<0.0003,0.003,0.015,0.094,0.002,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/5/5 上午 11:25:00,1230,2.8,30.8,28.4,8.6,459,--,11.6,149.2,5.7,13.8,11.2,200000,0.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/4/17 下午 01:25:00,1230,2.0,27.3,27.9,8.0,301,--,9.7,124.2,4.3,14.1,10.1,3000,0.65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/3/9 上午 11:35:00,1230,2.8,14.8,16.0,7.4,295,--,5.9,60.0,2.3,8.7,20.0,21000,1.61,--,0.309,2.07,1.34,0.128,<0.001,<0.003,<0.002,0.0053,<0.0003,<0.001,0.029,0.074,<0.001,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/2/8 上午 11:35:00,1230,1.5,17.4,19.6,7.4,250,--,6.6,72.5,1.0,9.3,12.4,12000,0.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2017/1/6 上午 08:55:00,1230,2.0,23.4,22.3,7.4,256,--,4.9,57.4,1.6,12.4,18.9,4800,0.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/12/7 下午 01:35:00,1232,1.0,17.6,20.2,7.4,322,--,6.9,75.5,<1.0,7.6,6.0,18000,0.37,37.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/11/9 上午 03:30:00,1232,2.0,22.5,23.7,7.5,343,--,5.6,65.7,1.6,10.8,22.3,28000,0.44,33.7,0.080,--,0.38,--,<0.001,0.006,<0.002,0.0057,<0.0003,0.004,0.020,0.222,<0.001,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/10/22 下午 12:43:00,1232,1.0,25.9,22.9,7.7,394,--,6.7,78.5,<1.0,4.2,18.5,9000,0.29,48.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/9/16 上午 09:55:00,1232,2.0,30.3,28.2,7.6,504,--,4.8,61.6,1.4,9.6,18.5,3500,0.52,75.3,0.066,--,0.81,--,<0.001,0.004,<0.002,0.0075,<0.0003,0.005,0.013,0.084,<0.001,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/8/4 上午 10:05:00,1232,2.3,33.2,31.6,8.2,847,--,8.2,113.5,6.2,13.4,15.2,1200,0.20,179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/7/4 上午 08:55:00,1232,2.3,29.8,30.4,8.6,424,--,11.1,147.6,6.2,13.5,13.7,1200,0.24,59.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/6/7 上午 10:35:00,1232,2.5,32.7,30.1,7.6,586,--,8.4,111.3,3.5,13.2,22.7,25000,0.52,64.5,0.064,--,0.69,--,<0.001,<0.003,<0.002,0.0060,<0.0003,0.003,0.016,0.109,<0.001,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/5/5 上午 07:35:00,1232,2.8,27.8,26.2,8.7,1860,--,12.0,147.2,5.1,15.5,12.4,330000,0.68,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/4/17 下午 03:05:00,1232,1.5,27.1,26.8,8.5,1250,--,11.7,148.7,2.4,18.1,15.0,2500,0.71,247,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/3/9 上午 09:25:00,1232,2.8,14.9,16.0,7.6,519,--,5.9,59.7,1.2,6.8,14.5,27000,1.45,21.7,0.181,1.46,1.25,0.115,<0.001,<0.003,<0.002,0.0047,<0.0003,<0.001,<0.002,0.070,<0.001,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/2/8 上午 09:25:00,1232,2.0,16.5,18.5,7.6,483,--,5.7,60.3,1.1,13.3,13.4,14000,0.86,67.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2017/1/6 上午 05:15:00,1232,2.0,22.4,22.3,7.4,314,--,5.4,62.3,1.6,8.5,13.2,5300,0.82,29.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/12/7 上午 08:55:00,1635,1.0,19.8,18.9,7.8,124,--,9.5,102.3,<1.0,<4.0,5.2,1900,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/11/9 上午 06:55:00,1635,3.3,21.0,21.0,8.1,128,--,9.1,102.9,<1.0,5.0,164,2600,0.02,--,0.013,--,0.41,--,0.001,0.004,<0.002,0.0019,<0.0003,0.004,0.016,0.074,<0.001,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/10/22 上午 08:25:00,1635,1.5,23.3,20.0,7.8,139,--,9.0,99.1,<1.0,<4.0,23.7,290,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/9/16 上午 11:05:00,1635,1.0,31.1,26.8,8.4,178,--,8.5,108.4,<1.0,4.8,<1.0,190,0.01,--,0.056,--,0.34,--,<0.001,<0.003,<0.002,0.0020,<0.0003,0.001,0.007,<0.005,<0.001,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/8/4 上午 06:55:00,1635,1.0,28.3,25.2,8.2,185,--,8.4,103.3,<1.0,6.8,2.1,1100,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/7/4 上午 07:15:00,1635,1.0,29.0,25.5,8.3,186,--,8.4,103.6,<1.0,<4.0,1.8,400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/6/7 上午 07:25:00,1635,1.0,25.4,23.7,8.0,149,--,8.8,105.1,<1.0,<4.0,7.0,450,0.01,--,0.030,--,0.49,--,<0.001,<0.003,<0.002,0.0011,<0.0003,0.003,0.020,0.016,<0.001,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/5/5 上午 09:05:00,1635,1.0,28.7,23.6,8.4,191,--,8.8,104.1,<1.0,7.7,2.6,5000,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/4/17 上午 09:55:00,1635,1.0,26.8,23.0,8.3,196,--,10.4,121.7,1.5,6.5,2.3,210,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/3/9 上午 07:55:00,1635,1.0,14.8,15.6,7.7,213,--,9.9,99.5,<1.0,<4.0,2.8,280,0.02,--,0.069,0.30,0.56,0.003,<0.001,<0.003,<0.002,0.0017,<0.0003,<0.001,0.020,0.008,<0.001,<0.001,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/2/8 上午 07:55:00,1635,1.0,16.2,16.6,7.9,148,--,9.9,101.8,<1.0,<4.0,1.8,150,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2017/1/6 上午 06:45:00,1635,1.0,21.4,19.4,8.0,171,--,9.2,100.5,<1.0,<4.0,2.2,230,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2017/12/7 上午 09:35:00,1233,1.0,18.5,19.3,7.4,129,--,9.1,98.4,<1.0,<4.0,5.4,2500,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
