採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2018/2/10 上午 08:55:00,1346,3.3,19.2,16.6,8.31,457,--,9.5,99.5,<1.0,8.7,544,6300,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,牛鬥橋,甲,2018/1/6 上午 06:55:00,1346,1.0,15.6,17.9,8.24,429,--,9.1,98.5,<1.0,7.3,9.0,2100,0.01,--,0.025,0.30,0.36,<0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.001,0.006,0.018,<0.001,--,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/12/4 下午 12:05:00,1223,1.0,29.7,20.7,7.26,56,--,9.1,102.8,<1.0,<4.0,1.0,4200,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/11/13 上午 10:35:00,1223,1.0,25.9,20.9,7.72,57,--,8.9,101.1,<1.0,4.1,1.9,2500,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/10/4 上午 10:35:00,1223,1.0,24.3,20.8,7.08,56,--,8.9,101.7,<1.0,5.5,<1.0,2800,<0.01,--,0.013,--,0.83,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,<0.002,<0.005,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/9/2 上午 10:35:00,1223,1.0,29.8,25.7,7.47,64,--,8.4,104.9,<1.0,4.7,1.6,9900,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/8/7 上午 10:35:00,1223,1.0,33.4,27.2,7.70,72,--,8.1,104.7,1.1,<4.0,5.4,16000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/7/5 上午 07:35:00,1223,1.0,27.9,22.9,7.49,73,--,8.5,101.4,<1.0,<4.0,<1.0,4500,<0.01,--,0.011,--,0.77,--,<0.001,0.003,<0.002,<0.0003,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/6/8 上午 09:35:00,1223,1.0,30.0,23.4,7.23,59,--,8.6,103.3,<1.0,<4.0,1.3,3400,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/5/11 上午 11:55:00,1223,1.0,29.1,22.7,8.04,61,--,8.9,104.2,<1.0,6.1,<1.0,2700,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/4/10 上午 10:35:00,1223,1.0,22.7,21.0,7.36,67,--,9.2,104.8,<1.0,<4.0,2.0,2900,0.04,--,0.009,--,0.73,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.003,<0.005,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/3/8 下午 01:35:00,1223,1.0,16.3,17.6,7.24,59,--,9.4,100.4,<1.0,5.1,1.4,2800,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/2/10 上午 09:35:00,1223,1.0,19.2,17.6,7.30,51,--,9.6,101.7,<1.0,<4.0,1.2,2200,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2018/1/6 上午 07:35:00,1223,1.0,17.4,17.7,7.20,53,--,9.6,101.4,<1.0,7.0,1.0,3500,<0.01,--,0.013,0.32,0.94,<0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.004,<0.005,<0.001,--,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/12/4 下午 01:25:00,1224,3.3,30.6,25.6,8.24,452,--,7.8,94.8,<1.0,7.9,396,3200,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/11/13 上午 11:25:00,1224,1.0,26.1,23.8,8.23,343,--,8.6,101.3,<1.0,4.0,19.4,4500,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/10/4 上午 11:25:00,1224,3.3,25.5,22.8,8.19,418,--,8.5,99.7,<1.0,13.1,446,1800,0.02,--,0.197,--,0.56,--,<0.001,<0.003,<0.002,0.0015,<0.0003,0.003,0.012,0.106,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/9/2 上午 11:25:00,1224,3.3,30.4,28.5,8.28,490,--,7.5,97.1,<1.0,11.6,622,7000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/8/7 上午 11:25:00,1224,2.3,34.2,30.5,8.28,504,--,7.7,103.9,<1.0,4.3,89.6,2300,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/7/5 上午 08:25:00,1224,2.3,29.0,25.1,8.28,500,--,8.0,98.4,<1.0,<4.0,51.3,25000,0.03,--,0.024,--,0.49,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.002,0.009,0.043,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/6/8 上午 10:25:00,1224,3.3,32.1,28.8,8.18,519,--,7.2,93.5,1.6,12.0,356,20000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/5/11 下午 01:25:00,1224,3.3,31.5,27.2,8.20,508,--,7.8,98.8,1.1,11.3,139,17000,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/4/10 上午 11:25:00,1224,1.5,23.3,25.0,8.35,461,--,9.0,109.4,<1.0,<4.0,28.1,2000,0.09,--,0.019,--,0.51,--,<0.001,0.004,<0.002,0.0009,<0.0003,<0.001,0.019,0.038,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/3/8 下午 02:25:00,1224,3.3,16.6,18.1,8.21,441,--,8.8,93.0,<1.0,<4.0,626,2800,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/2/10 上午 10:25:00,1224,3.3,23.4,20.1,8.04,428,--,9.0,99.1,<1.0,<4.0,178,5500,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2018/1/6 上午 08:25:00,1224,1.5,17.5,18.2,8.23,394,--,9.2,96.9,<1.0,11.8,45.4,1700,0.02,--,0.034,0.46,0.60,0.005,<0.001,<0.003,<0.002,0.0009,<0.0003,0.003,0.023,0.052,<0.001,--,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/12/4 下午 02:15:00,1225,3.3,29.3,25.5,8.11,484,--,8.6,104.5,<1.0,5.3,101,2600,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/11/13 下午 12:55:00,1225,2.3,26.2,23.8,8.02,385,--,8.1,95.7,<1.0,5.3,58.2,4900,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/10/4 下午 12:55:00,1225,3.3,25.2,23.5,8.10,449,--,8.3,98.3,<1.0,9.7,382,12000,0.02,--,0.210,--,0.58,--,<0.001,<0.003,<0.002,0.0017,<0.0003,0.001,0.007,0.108,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/9/2 下午 12:45:00,1225,3.3,31.6,30.0,8.18,496,--,7.4,98.1,1.2,15.1,1060,7600,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/8/7 下午 12:55:00,1225,2.3,35.0,31.7,8.18,532,--,8.0,110.6,2.5,9.6,96.2,1700,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/7/5 上午 09:15:00,1225,3.3,29.5,25.9,8.04,514,--,7.7,95.6,<1.0,<4.0,180,10000,0.04,--,0.031,--,0.51,--,<0.001,0.003,<0.002,0.0010,<0.0003,0.007,0.016,0.093,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/6/8 上午 11:15:00,1225,3.3,33.0,27.5,8.05,536,--,7.2,92.3,1.4,18.4,821,28000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/5/11 下午 02:15:00,1225,1.5,31.2,27.6,8.23,501,--,9.0,114.3,1.5,9.0,41.0,2100,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/4/10 下午 12:15:00,1225,2.3,24.2,26.6,8.11,506,--,8.0,100.1,<1.0,5.6,80.5,2300,0.11,--,0.055,--,0.60,--,<0.001,0.006,<0.002,0.0019,<0.0003,0.002,0.008,0.084,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/3/8 下午 03:15:00,1225,2.3,16.4,18.0,8.03,447,--,8.9,93.3,1.3,4.2,92.0,19000,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/2/10 上午 11:15:00,1225,3.3,23.9,21.2,7.98,388,--,8.4,94.2,<1.0,6.7,244,7400,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2018/1/6 上午 09:15:00,1225,1.5,18.3,18.4,7.89,405,--,8.6,91.2,<1.0,12.0,45.3,20000,0.11,--,0.032,0.61,0.62,0.018,<0.001,0.005,<0.002,0.0015,<0.0003,0.003,0.015,0.069,<0.001,--,<0.001,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/12/4 上午 10:05:00,1226,2.3,27.0,23.0,8.10,471,--,8.5,98.7,<1.0,4.9,69.8,2400,0.07,3.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/11/13 下午 02:15:00,1226,2.3,26.3,23.8,8.09,387,--,8.1,96.4,<1.0,5.7,62.5,2800,0.04,2.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/10/4 上午 08:35:00,1226,3.3,23.3,21.7,8.19,438,--,8.5,96.2,<1.0,5.3,308,4700,0.06,2.9,0.178,--,0.58,--,<0.001,<0.003,<0.002,0.0010,<0.0003,0.005,0.020,0.051,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/9/2 下午 03:50:00,1226,3.3,36.2,31.3,8.18,488,--,7.1,96.4,<1.0,15.9,104,7500,0.08,1.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/8/7 上午 08:35:00,1226,3.3,28.7,28.4,8.20,538,--,7.6,98.4,<1.0,8.0,411,13000,0.11,3.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/7/5 上午 04:35:00,1226,3.3,29.0,28.8,8.16,517,--,7.6,98.9,<1.0,<4.0,252,43000,0.04,4.1,0.027,--,0.56,--,<0.001,0.006,<0.002,0.0014,<0.0003,0.002,0.014,0.112,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/6/8 上午 07:35:00,1226,3.3,29.6,26.5,8.12,510,--,7.7,96.3,1.7,19.7,4410,21000,0.08,6.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/5/11 上午 09:35:00,1226,3.3,26.5,24.5,8.13,530,--,8.2,98.1,1.5,14.1,192,5100,0.08,4.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/4/10 上午 08:15:00,1226,3.3,20.2,20.5,8.15,624,--,8.6,95.1,1.2,5.7,114,3200,0.07,32.5,0.022,--,0.61,--,<0.001,<0.003,<0.002,0.0026,<0.0003,0.002,0.019,0.066,<0.001,<0.005,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/3/8 下午 04:25:00,1226,3.3,14.5,17.0,8.08,477,--,9.0,93.1,1.2,<4.0,122,6400,0.12,3.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/2/10 上午 08:05:00,1226,3.3,16.4,17.6,8.04,408,--,9.3,96.9,<1.0,<4.0,261,23000,0.04,2.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2018/1/6 上午 03:35:00,1226,3.3,17.0,18.5,8.15,485,--,8.8,93.5,<1.0,7.7,312,18000,0.10,3.1,0.131,0.66,0.62,0.012,<0.001,0.013,<0.002,0.0054,<0.0003,0.013,0.060,0.231,<0.001,--,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/12/4 上午 10:55:00,1678,1.0,28.2,24.2,7.19,145,--,9.3,110.1,<1.0,5.5,5.6,3700,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/11/13 下午 12:55:00,1678,1.0,21.8,22.0,7.16,140,--,8.7,99.6,<1.0,8.9,14.8,6100,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/10/4 上午 11:05:00,1678,1.5,24.2,22.7,7.14,144,--,6.4,74.9,<1.0,4.3,4.4,3200,0.10,--,0.061,--,0.98,--,<0.001,<0.003,<0.002,0.0004,<0.0003,0.002,0.003,<0.005,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/9/2 上午 11:25:00,1678,2.3,35.7,27.0,7.02,161,--,3.4,43.4,1.4,8.3,2.2,1400,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/8/7 上午 11:05:00,1678,2.3,34.1,26.9,7.07,153,--,4.2,53.0,1.3,<4.0,2.2,6400,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/7/5 上午 08:25:00,1678,1.5,26.8,23.8,7.06,156,--,5.2,61.9,1.5,<4.0,4.0,3300,0.14,--,0.014,--,1.73,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.007,0.010,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/6/8 上午 10:15:00,1678,1.5,29.7,27.4,7.29,155,--,6.1,78.4,2.2,6.6,16.5,2700,0.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/5/11 上午 11:57:00,1678,1.0,30.4,27.0,7.19,157,--,7.3,91.5,2.6,9.8,6.7,1100,0.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,十三份橋,－,2018/4/10 上午 10:55:00,1678,1.0,22.1,25.2,7.28,150,--,8.6,104.3,<1.0,5.5,10.4,650,0.32,--,0.069,--,1.10,--,<0.001,<0.003,<0.002,0.0005,<0.0003,0.001,0.009,0.019,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/12/4 上午 11:45:00,1228,1.0,29.4,23.5,7.14,188,--,7.6,89.9,<1.0,7.4,10.4,3700,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/11/13 下午 01:45:00,1228,1.0,21.6,22.7,7.12,171,--,7.4,85.9,1.1,6.9,19.6,7700,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/10/4 上午 11:45:00,1228,1.5,24.4,22.8,7.28,186,--,6.1,71.4,<1.0,4.5,13.1,6100,0.25,--,0.130,--,1.23,--,<0.001,<0.003,<0.002,0.0010,<0.0003,<0.001,0.003,0.025,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/9/2 下午 12:05:00,1228,1.5,35.8,30.0,7.18,226,--,7.4,99.2,4.3,15.2,11.0,4900,0.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/8/7 上午 11:45:00,1228,2.8,34.9,30.5,8.58,226,--,10.2,136.5,5.0,15.7,31.8,3500,0.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/7/5 上午 09:05:00,1228,2.0,27.1,25.7,7.21,227,--,4.7,58.3,1.4,4.2,10.8,20000,0.58,--,0.032,--,1.21,--,<0.001,<0.003,<0.002,0.0006,<0.0003,<0.001,0.003,0.030,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/6/8 上午 10:55:00,1228,3.3,29.3,27.3,7.30,212,--,4.1,52.5,2.0,5.0,26.1,9700,0.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/5/11 下午 01:25:00,1228,2.8,30.9,25.3,7.48,233,--,10.2,123.3,4.8,15.0,7.3,2600,1.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/4/10 上午 11:45:00,1228,2.0,22.7,23.8,7.28,224,--,5.7,67.3,1.8,4.1,10.1,2100,0.98,--,0.079,--,1.14,--,<0.001,0.003,0.002,0.0013,<0.0003,0.002,0.007,0.062,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/3/8 下午 12:55:00,1228,1.5,15.2,19.3,7.24,209,--,6.9,74.6,1.8,5.9,13.1,28000,0.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/2/10 上午 10:45:00,1228,1.0,23.2,22.0,7.30,184,--,7.5,85.7,<1.0,<4.0,6.6,24000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2018/1/6 上午 08:25:00,1228,1.0,16.4,20.1,7.39,188,--,7.7,84.3,1.3,6.7,8.7,20000,0.19,--,0.037,0.48,0.89,0.015,<0.001,<0.003,<0.002,0.0008,<0.0003,0.002,0.010,0.042,<0.001,--,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/12/4 下午 01:00:00,1230,1.5,29.2,24.8,7.31,254,--,7.0,84.4,<1.0,8.5,16.1,2800,0.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/11/13 下午 02:35:00,1230,1.5,21.1,23.0,7.22,196,--,6.7,78.4,1.1,7.9,23.2,6500,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/10/4 下午 01:15:00,1230,2.0,25.1,24.1,7.18,270,--,5.2,61.5,1.8,10.6,14.8,22000,0.76,--,0.229,--,0.82,--,<0.001,<0.003,<0.002,0.0088,<0.0003,0.001,0.004,0.086,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/9/2 下午 01:25:00,1230,2.8,38.1,32.1,8.80,1140,--,14.7,203.0,7.9,17.5,16.2,3100,0.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/8/7 下午 01:15:00,1230,3.3,36.2,32.8,8.28,402,--,9.5,133.4,10.0,24.5,30.8,55000,0.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/7/5 上午 09:45:00,1230,1.5,27.5,28.4,8.17,289,--,9.9,128.2,3.7,7.3,15.4,5100,0.32,--,0.038,--,0.65,--,<0.001,<0.003,<0.002,0.0062,<0.0003,0.002,0.005,0.044,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/6/8 上午 11:35:00,1230,4.8,30.0,29.3,7.12,259,--,3.8,50.0,5.4,16.5,18.8,120000,1.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/5/11 下午 02:05:00,1230,3.5,30.5,26.8,8.13,306,--,10.6,133.0,5.7,19.0,16.2,9000,1.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/4/10 下午 01:05:00,1230,2.3,24.1,24.6,7.60,348,--,6.7,80.4,2.4,5.9,8.1,660,1.22,--,0.125,--,1.68,--,<0.001,<0.003,<0.002,0.0065,<0.0003,0.001,0.006,0.062,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/3/8 下午 01:45:00,1230,2.8,15.7,18.8,7.44,298,--,5.7,60.6,1.1,9.2,18.7,27000,1.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/2/10 上午 11:35:00,1230,1.0,24.6,21.8,7.37,208,--,7.5,84.8,1.3,<4.0,5.9,17000,0.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2018/1/6 上午 09:15:00,1230,1.5,16.5,19.3,7.58,221,--,6.8,72.8,1.1,9.6,14.2,190000,0.53,--,0.039,1.15,0.80,0.037,<0.001,0.004,<0.002,0.0049,<0.0003,0.002,0.010,0.070,<0.001,--,<0.001,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2018/12/4 上午 09:25:00,1232,1.5,26.3,23.4,7.28,603,--,5.6,65.9,<1.0,10.0,19.8,2900,0.48,55.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2018/11/13 下午 01:45:00,1232,1.0,26.1,23.4,7.48,361,--,6.8,79.6,1.3,10.8,19.7,4700,0.32,46.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2018/10/4 上午 07:55:00,1232,2.5,22.9,24.1,7.42,702,--,5.2,62.3,2.2,14.6,21.8,6800,0.63,137,0.181,--,0.66,--,<0.001,<0.003,<0.002,0.0055,<0.0003,<0.001,0.004,0.071,<0.001,<0.005,--,--,--,--,--
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2018/9/2 下午 03:10:00,1232,3.3,34.8,30.8,8.00,4180,--,7.5,103.1,5.3,20.0,24.5,650,0.53,1140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
