採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2018/5/18 下午 01:45:00,1670,3.5,33.0,32.0,7.71,534,--,7.7,106.3,5.7,31.2,16.3,2100,1.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2018/4/10 下午 02:58:00,1670,3.5,26.6,27.3,7.51,501,--,7.5,95.1,6.3,33.1,8.9,14000,2.05,--,0.701,--,0.55,--,<0.001,<0.003,<0.002,0.0020,<0.0003,0.002,0.008,0.073,<0.001,<0.005,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2018/3/8 下午 02:55:00,1670,4.0,14.3,15.8,7.35,380,--,9.2,95.0,9.7,34.3,37.6,72000,1.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2018/2/7 下午 03:05:00,1670,1.5,12.0,12.8,7.53,345,--,10.4,98.4,3.8,23.2,6.8,31000,0.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2018/1/11 下午 02:45:00,1670,1.5,14.2,16.4,7.54,424,--,9.8,99.5,3.2,18.5,3.7,25000,0.37,--,0.309,5.32,2.83,0.125,<0.001,<0.003,<0.002,0.0010,<0.0003,0.002,0.013,0.032,<0.001,--,<0.001,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/12/6 上午 11:35:00,1064,1.5,27.0,25.7,7.53,470,--,9.0,111.0,4.4,25.2,13.3,23000,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/11/7 上午 11:35:00,1064,3.3,28.0,27.8,7.17,428,--,8.4,107.0,6.1,27.4,35.4,130000,0.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/10/4 上午 11:35:00,1064,1.0,23.0,22.2,7.30,335,--,8.0,92.3,2.8,17.9,13.4,34000,0.30,--,0.194,--,1.36,--,<0.001,<0.003,<0.002,0.0010,<0.0003,0.008,0.011,0.073,<0.001,<0.005,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/9/6 上午 11:35:00,1064,2.0,33.0,30.8,7.95,329,--,7.7,104.2,3.6,21.5,22.3,19000,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/8/9 上午 11:35:00,1064,1.0,37.0,31.2,7.35,378,--,8.1,111.0,2.9,18.6,16.4,19000,0.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/7/4 上午 11:35:00,1064,1.5,33.0,28.8,7.19,412,--,8.0,105.0,3.0,18.6,28.9,50000,0.16,--,0.231,--,0.92,--,<0.001,<0.003,<0.002,0.0017,<0.0003,0.006,0.015,0.099,<0.001,<0.005,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/6/1 上午 11:35:00,1064,1.5,29.0,27.8,7.91,431,--,8.5,108.7,2.9,24.7,23.6,24000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/5/8 上午 11:35:00,1064,2.8,31.0,28.4,7.56,345,--,7.8,101.4,8.7,30.4,48.1,17000,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/4/9 上午 11:35:00,1064,2.8,24.6,26.3,7.74,352,--,9.2,114.3,6.2,28.3,32.8,21000,0.32,--,0.333,--,1.15,--,<0.001,<0.003,<0.002,0.0016,<0.0003,0.020,0.015,0.088,<0.001,<0.005,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/3/9 上午 11:35:00,1064,5.8,13.4,16.5,7.64,342,--,9.2,95.2,9.8,45.9,172,620000,1.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/2/8 上午 11:15:00,1064,2.3,13.0,13.0,7.38,270,--,9.8,93.7,5.3,48.3,13.4,38000,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2018/1/12 上午 11:40:00,1064,1.5,14.3,14.0,7.19,353,--,9.4,90.8,4.1,22.2,8.1,5800,0.35,--,0.196,5.45,2.28,0.081,<0.001,0.003,<0.002,<0.0003,<0.0003,0.027,0.014,0.040,<0.001,--,<0.001,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/12/6 下午 01:25:00,1065,3.5,26.0,24.5,7.20,438,--,6.8,81.3,5.2,18.4,12.1,43000,1.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/11/7 下午 01:25:00,1065,3.5,27.0,27.0,7.12,429,--,7.7,96.9,5.8,23.5,16.6,34000,1.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/10/4 下午 01:25:00,1065,2.0,24.0,22.7,7.06,372,--,8.1,95.0,4.3,19.5,17.8,50000,0.79,--,0.315,--,1.11,--,<0.001,<0.003,<0.002,0.0013,<0.0003,0.016,0.011,0.096,<0.001,0.005,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/9/6 下午 01:25:00,1065,1.5,33.0,32.1,7.91,350,--,7.6,105.5,4.1,25.7,20.0,3400,0.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/8/9 下午 01:25:00,1065,2.8,36.0,33.5,7.54,426,--,7.3,104.2,6.0,28.7,30.3,19000,0.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/7/4 下午 01:15:00,1065,2.0,31.0,30.0,7.20,466,--,7.5,100.4,4.6,19.2,17.5,22000,0.60,--,0.291,--,0.76,--,<0.001,<0.003,<0.002,0.0016,<0.0003,0.011,0.009,0.095,<0.001,0.005,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/6/1 下午 01:15:00,1065,4.0,28.0,27.7,7.61,512,--,7.2,92.0,6.5,30.6,49.0,15000,1.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/5/8 下午 01:35:00,1065,4.5,30.0,27.9,7.41,323,--,7.0,90.3,9.0,38.4,166,220000,0.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/4/9 下午 01:15:00,1065,3.3,24.2,25.7,7.58,384,--,7.6,93.6,5.8,26.9,20.3,2600,0.79,--,0.321,--,0.87,--,<0.001,<0.003,<0.002,0.0015,<0.0003,0.011,0.011,0.095,<0.001,<0.005,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/3/9 下午 01:15:00,1065,4.8,13.9,16.9,7.02,360,--,8.9,93.1,6.3,38.6,89.5,19000,1.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/2/8 下午 01:25:00,1065,3.3,13.0,14.5,7.36,304,--,9.5,93.3,6.4,24.7,25.3,47000,0.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2018/1/12 下午 01:35:00,1065,1.0,15.1,15.0,7.13,370,--,9.9,99.1,1.8,13.5,7.5,22000,0.44,--,0.369,4.12,2.25,0.110,<0.001,<0.003,<0.002,<0.0003,<0.0003,0.011,0.020,0.070,<0.001,--,<0.001,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/12/6 下午 02:05:00,1066,2.0,26.0,24.4,7.04,438,--,6.7,80.4,3.6,19.0,12.9,25000,0.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/11/7 下午 02:05:00,1066,2.0,26.5,26.0,7.17,404,--,6.8,83.8,3.8,17.7,11.1,23000,0.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/10/4 下午 02:05:00,1066,1.0,24.0,22.6,7.14,379,--,8.0,92.9,2.5,17.9,11.5,38000,0.24,--,0.271,--,1.07,--,<0.001,<0.003,<0.002,0.0016,<0.0003,0.004,0.008,0.079,<0.001,<0.005,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/9/6 下午 02:05:00,1066,1.0,34.0,32.0,7.99,361,--,7.7,105.8,2.7,19.9,12.0,14000,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/8/9 下午 02:05:00,1066,2.0,37.0,31.1,7.15,505,--,5.5,74.6,3.2,28.1,13.5,5000,0.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/7/4 下午 01:55:00,1066,2.0,31.0,29.2,7.20,470,--,6.1,80.1,2.4,20.6,14.0,3300,0.52,--,0.365,--,0.44,--,<0.001,<0.003,<0.002,0.0326,<0.0003,0.003,0.009,0.092,<0.001,<0.005,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/6/1 下午 01:55:00,1066,2.0,28.0,27.4,7.51,483,--,6.4,81.1,2.6,23.2,18.2,4400,0.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/5/8 下午 02:15:00,1066,3.3,29.0,27.3,7.43,304,--,6.7,85.0,7.0,26.0,34.9,72000,0.70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/4/9 下午 01:55:00,1066,1.5,24.3,25.4,7.66,437,--,8.7,106.1,3.3,24.7,13.6,2700,0.30,--,0.222,--,0.97,--,<0.001,<0.003,<0.002,0.0014,<0.0003,0.005,0.007,0.097,<0.001,<0.005,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/3/9 下午 01:55:00,1066,2.0,14.3,16.4,7.71,345,--,9.8,101.1,3.6,24.3,45.8,17000,0.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/2/8 下午 02:05:00,1066,2.5,13.0,13.9,7.32,330,--,10.3,100.0,3.8,21.4,21.2,13000,0.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2018/1/12 下午 02:15:00,1066,1.0,15.2,14.3,6.80,411,--,10.3,99.0,2.1,14.4,6.7,26000,0.33,--,0.266,4.43,2.22,0.073,<0.001,0.004,<0.002,0.0003,<0.0003,0.005,0.010,0.052,<0.001,--,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/12/6 上午 08:55:00,1059,1.0,24.0,21.8,7.02,259,--,7.9,91.9,1.1,5.8,1.5,37000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/11/7 上午 08:55:00,1059,1.0,24.0,22.4,7.32,239,--,8.4,98.7,1.1,8.9,2.6,32000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/10/4 上午 08:55:00,1059,1.0,24.0,21.8,7.27,227,--,7.9,92.1,1.3,6.6,1.4,39000,0.14,--,0.115,--,2.94,--,<0.001,<0.003,<0.002,0.0007,<0.0003,<0.001,0.011,0.040,<0.001,<0.005,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/9/6 上午 08:55:00,1059,1.0,29.0,26.4,7.75,274,--,8.3,106.2,1.3,8.9,4.9,26000,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/8/9 上午 08:55:00,1059,1.0,31.0,27.2,7.62,266,--,8.0,103.6,1.4,9.2,2.1,120000,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/7/4 上午 08:55:00,1059,1.0,29.0,26.9,7.30,278,--,9.3,119.8,1.1,7.2,1.8,24000,0.18,--,0.152,--,2.64,--,<0.001,<0.003,<0.002,0.0013,<0.0003,0.001,0.005,0.033,<0.001,<0.005,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/6/1 上午 08:55:00,1059,1.0,25.0,25.0,7.48,243,--,7.8,96.0,1.4,7.4,10.1,40000,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/5/8 上午 08:55:00,1059,1.5,28.0,23.9,7.44,216,--,7.8,94.7,4.8,22.8,14.3,230000,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/4/9 上午 08:55:00,1059,1.0,21.2,18.1,7.62,244,--,8.8,94.2,2.1,7.0,2.6,24000,0.12,--,0.135,--,3.62,--,<0.001,<0.003,<0.002,0.0009,<0.0003,0.001,0.009,0.033,<0.001,<0.005,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/3/9 上午 08:55:00,1059,1.0,12.6,14.1,7.53,188,--,9.9,97.2,1.4,9.7,3.9,28000,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/2/8 上午 08:42:00,1059,1.0,12.0,12.1,7.35,164,--,10.4,98.5,1.1,8.5,5.0,25000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2018/1/12 上午 08:35:00,1059,1.0,13.1,12.2,7.23,208,--,10.5,98.1,1.0,5.0,2.7,18000,0.17,--,0.102,1.94,2.61,0.059,<0.001,0.004,<0.002,0.0004,<0.0003,0.001,0.008,0.028,<0.001,--,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/12/6 上午 09:35:00,1060,3.5,24.5,22.6,7.62,318,--,8.1,94.5,8.5,13.6,9.6,35000,2.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/11/7 上午 09:35:00,1060,4.5,26.0,24.1,7.06,513,--,7.5,90.0,14.9,23.0,12.5,110000,7.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/10/4 上午 09:35:00,1060,4.5,25.0,22.0,7.10,408,--,6.9,80.4,7.1,19.3,11.9,65000,4.92,--,0.566,--,1.88,--,<0.001,<0.003,<0.002,0.0017,<0.0003,0.004,0.024,0.065,<0.001,0.008,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/9/6 上午 09:35:00,1060,3.5,32.0,27.8,7.64,361,--,7.1,91.6,6.5,17.9,4.8,140000,2.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/8/9 上午 09:35:00,1060,5.5,33.0,28.6,7.36,478,--,7.1,93.4,20.1,35.4,14.4,44000,7.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/7/4 上午 09:35:00,1060,4.5,29.2,27.2,7.30,612,--,8.0,102.5,7.0,20.8,6.8,17000,4.72,--,0.575,--,1.50,--,<0.001,<0.003,<0.002,0.0020,<0.0003,0.003,0.022,0.043,<0.001,0.012,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/6/1 上午 09:35:00,1060,5.0,25.0,25.4,7.60,538,--,6.0,74.6,7.8,32.8,18.4,36000,8.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/5/8 上午 09:35:00,1060,4.5,29.0,24.8,7.47,261,--,7.3,89.2,15.2,30.8,14.2,260000,1.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/4/9 上午 09:35:00,1060,4.5,22.1,20.6,7.53,494,--,7.7,85.8,11.1,26.3,8.2,39000,7.36,--,0.984,--,1.20,--,<0.001,<0.003,<0.002,0.0013,<0.0003,0.004,0.015,0.059,<0.001,0.010,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/3/9 上午 09:35:00,1060,4.5,12.5,14.8,7.55,420,--,9.4,93.9,6.7,24.9,12.2,150000,3.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/2/8 上午 09:16:00,1060,3.5,12.0,13.2,7.42,244,--,9.7,93.5,6.8,15.5,7.7,130000,1.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,月眉橋,丙,2018/1/12 上午 09:25:00,1060,4.5,14.0,13.5,7.09,399,--,9.6,92.5,5.2,19.4,5.8,160000,3.14,--,0.371,5.00,3.40,0.271,<0.001,0.004,<0.002,0.0012,<0.0003,0.004,0.018,0.056,<0.001,--,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/12/6 上午 10:15:00,1061,3.5,26.0,24.9,7.60,437,--,8.1,99.0,8.3,18.2,12.4,21000,2.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/11/7 上午 10:15:00,1061,4.5,27.0,26.2,7.24,570,--,8.4,104.8,9.0,26.0,15.6,23000,3.96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/10/4 上午 10:15:00,1061,3.5,24.0,21.8,7.12,443,--,6.5,75.4,5.6,24.5,13.6,29000,2.74,--,0.510,--,2.11,--,<0.001,<0.003,<0.002,0.0015,<0.0003,0.002,0.015,0.095,<0.001,0.005,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/9/6 上午 10:15:00,1061,2.8,33.0,30.2,7.83,475,--,7.6,102.7,6.2,24.7,11.9,67000,0.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/8/9 上午 10:15:00,1061,5.0,34.0,30.6,7.38,1120,--,8.1,110.2,13.2,36.9,26.8,270000,3.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/7/4 上午 10:17:00,1061,3.5,31.0,28.7,7.82,656,--,10.2,134.2,7.5,22.8,13.5,21000,2.38,--,0.450,--,1.92,--,<0.001,<0.003,<0.002,0.0022,<0.0003,0.003,0.016,0.059,<0.001,0.007,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/6/1 上午 10:15:00,1061,5.5,27.0,26.8,7.67,636,--,5.6,70.9,7.0,44.4,40.6,16000,3.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/5/8 上午 10:15:00,1061,5.5,29.0,26.3,7.52,316,--,6.2,78.0,21.2,61.7,29.0,210000,2.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/4/9 上午 10:15:00,1061,4.5,23.8,24.1,7.89,698,--,9.7,116.2,8.5,31.1,7.8,12000,3.48,--,0.592,--,1.73,--,<0.001,<0.003,<0.002,0.0015,<0.0003,0.003,0.014,0.067,<0.001,0.006,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/3/9 上午 10:15:00,1061,3.5,12.8,16.1,7.66,419,--,9.2,93.5,5.2,27.2,12.3,42000,2.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/2/8 上午 09:55:00,1061,3.5,13.0,13.6,7.54,286,--,9.8,95.4,9.5,18.9,12.5,270000,1.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,老飯店橋,丙,2018/1/12 上午 10:15:00,1061,2.8,14.6,14.2,7.27,454,--,9.6,93.2,4.9,21.8,6.4,230000,2.95,--,0.337,5.71,3.23,0.304,<0.001,0.003,<0.002,0.0010,<0.0003,0.003,0.015,0.059,<0.001,--,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/12/6 上午 10:55:00,1062,2.8,26.0,23.8,7.37,492,--,8.6,102.4,4.7,15.4,8.7,29000,1.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/11/7 上午 10:55:00,1062,2.8,27.5,25.9,7.21,459,--,8.6,105.7,5.9,28.2,21.6,250000,0.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/10/4 上午 10:55:00,1062,1.0,24.0,22.2,7.16,451,--,7.7,88.8,2.8,16.1,13.9,14000,0.32,--,0.335,--,2.24,--,<0.001,<0.003,<0.002,0.0016,<0.0003,0.003,0.019,0.133,<0.001,0.005,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/9/6 上午 10:55:00,1062,1.5,34.0,30.9,7.81,467,--,7.5,101.5,3.4,17.7,10.7,33000,0.40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/8/9 上午 10:55:00,1062,1.0,36.0,31.3,7.32,510,--,7.4,102.0,2.5,23.9,5.2,2700,0.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/7/4 上午 11:00:00,1062,1.0,30.0,28.9,7.13,485,--,8.2,107.7,1.8,13.8,6.2,29000,0.40,--,0.356,--,1.17,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.004,0.018,0.149,<0.001,0.009,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/6/1 上午 10:55:00,1062,1.0,30.0,28.0,7.36,527,--,7.8,100.1,1.7,17.4,5.6,2100,0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/5/8 上午 10:55:00,1062,5.0,30.0,26.4,7.60,318,--,7.8,97.9,19.7,40.0,29.4,340000,2.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/4/9 上午 10:55:00,1062,2.0,24.2,22.3,7.49,491,--,8.1,93.9,3.5,21.1,7.9,22000,0.60,--,0.325,--,2.08,--,<0.001,<0.003,<0.002,0.0017,<0.0003,0.004,0.012,0.083,<0.001,<0.005,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/3/9 上午 10:55:00,1062,4.0,13.2,15.4,7.66,354,--,9.7,96.5,6.4,28.6,22.6,52000,1.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/2/8 上午 10:40:00,1062,3.5,13.0,13.5,7.50,285,--,10.2,98.6,6.6,22.5,16.0,7600,1.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,社子橋,丙,2018/1/12 上午 11:05:00,1062,2.8,14.1,13.8,7.20,445,--,10.5,100.2,3.7,21.8,4.7,39000,2.02,--,0.238,5.49,2.93,0.317,<0.001,0.003,<0.002,0.0009,<0.0003,0.005,0.018,0.077,<0.001,--,<0.001,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/12/6 下午 02:45:00,1063,5.3,27.0,28.4,8.34,1580,--,4.3,55.0,15.0,70.0,41.3,23000,2.40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/11/7 下午 02:45:00,1063,6.8,27.0,30.2,8.05,1540,--,3.6,48.2,20.5,93.1,19.1,710000,9.93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/10/4 下午 02:45:00,1063,4.0,23.0,23.1,8.14,772,--,5.8,67.5,9.5,46.3,18.1,24000,2.14,--,1.27,--,2.33,--,<0.001,0.003,<0.002,0.0025,<0.0003,0.006,0.024,0.092,<0.001,0.008,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/9/6 下午 02:45:00,1063,1.5,35.0,34.2,8.51,1040,--,9.6,137.2,4.6,38.3,5.4,230000,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
社子溪流域,社子溪,桃園市,笨子港橋,丙,2018/8/9 下午 02:45:00,1063,4.8,37.0,35.1,8.15,1250,--,3.3,48.3,9.9,63.1,18.1,20000,2.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
