採樣分區,縣市,測站名稱,採樣日期,測站編號,水面至井口深度,水溫,導電度,酸鹼值,溶氧(電極法),溶氧飽和度,氧化還原電位,總硬度,總溶解固體物,氯鹽,氨氮,硝酸鹽氮,硫酸鹽,總有機碳,砷,鎘,鉻,銅,鉛,鋅,鐵,錳,汞,鎳,總酚,氟鹽,鈉,鉀,鈣,鎂,總鹼度,苯,甲苯,乙苯,二甲苯,naphthalene,四氯化碳,氯苯,氯仿,氯甲烷,1,4—二氯苯,1,1—二氯乙烷,1,2—二氯乙烷,1,1—二氯乙烯,順1,2—二氯乙烯,反1,2—二氯乙烯,三氯乙烯,四氯乙烯,氯乙烯,二氯甲烷,1,1,2—三氯乙烷,1,1,1—三氯乙烷,1,2-二氯苯,甲基第三丁基醚,備註
,,,,,m,℃,μmho/cm25℃,,mg/L,%,mV,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
屏東平原,屏東縣,建功森林親水公園(原為建功親水公園),2017/2/18 下午 03:11:00,4733,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,獅頭社區,2017/10/26 下午 04:29:00,4734,11.058,27.5,275,6.6,5.6,--,166.3,110,168,6.0,<0.01,4.70,23.2,0.64,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.033,0.036,--,--,<0.006,0.17,10.5,0.557,26.3,11.8,85.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,獅頭社區,2017/4/18 下午 01:07:00,4734,16.920,29.3,290,6.4,4.9,--,134.9,124,202,8.1,<0.01,5.68,26.9,0.91,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.028,<0.005,<0.0003,<0.005,0.128,0.18,10.9,0.564,30.2,13.6,86.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,獅頭社區,2017/3/30 下午 03:33:00,4734,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,建興國小新開分校,2017/10/20 下午 12:15:00,4735,2.158,27.3,300,6.4,4.0,--,160.1,136,213,4.8,<0.01,1.98,22.5,0.80,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.033,<0.005,--,--,0.0155,0.18,8.84,0.740,33.9,14.7,118,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,建興國小新開分校,2017/5/26 下午 02:02:00,4735,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,建興國小新開分校,2017/5/6 下午 12:28:00,4735,11.195,29.1,338,6.6,4.2,--,267.5,146,212,7.4,0.02,2.78,24.2,0.66,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.142,0.007,<0.0003,<0.005,0.0568,0.15,8.86,0.740,36.0,15.8,127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,加祿國小,2017/10/20 上午 08:55:00,4736,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,井況異常，無法採樣
屏東平原,屏東縣,加祿國小,2017/5/26 上午 10:17:00,4736,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,加祿國小,2017/4/18 上午 09:43:00,4736,6.182,28.9,405,6.5,2.4,--,71.5,182,241,12.0,0.02,0.73,33.0,1.08,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.069,0.016,<0.0003,<0.005,0.0465,0.20,14.1,0.638,52.4,16.9,160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,新龍社區公園(原為枋寮國小新龍分校),2017/10/27 上午 09:45:00,4737,1.776,29.1,45500,6.9,2.9,--,<36.7,5600,33600,16900,1.78,0.07,2380,1.03,0.0015,<0.001,<0.001,<0.001,<0.003,<0.002,0.433,2.94,--,--,0.0239,0.42,9820,367,348,1130,157,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,新龍社區公園(原為枋寮國小新龍分校),2017/2/18 上午 09:49:00,4737,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,玉光國小,2017/10/20 下午 01:35:00,4738,6.398,28.4,630,6.9,3.8,--,130.6,306,433,34.6,<0.01,12.9,42.6,0.72,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.032,<0.005,--,--,0.0277,<0.1,10.8,1.12,85.3,26.8,181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,玉光國小,2017/5/26 下午 03:21:00,4738,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,海鷗公園,2017/10/27 上午 11:08:00,4740,2.676,28.6,30400,7.0,1.3,--,<148.6,3830,21700,10900,6.80,0.03,1380,2.94,0.0127,<0.001,<0.001,<0.001,<0.003,<0.002,25.4,2.05,--,--,0.0295,0.41,6190,179,429,693,245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,海鷗公園,2017/7/7 上午 10:18:00,4740,2.877,28.5,29900,6.9,0.2,--,<23.6,4080,23300,10700,8.72,0.04,1220,2.81,0.0124,<0.001,0.001,<0.001,<0.003,0.013,31.9,2.44,--,--,0.0501,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,海鷗公園,2017/4/24 上午 09:52:00,4740,4.150,26.8,30900,7.0,1.1,--,<130.4,3940,24000,11000,8.98,0.01,1360,2.17,0.0124,<0.001,<0.001,<0.001,<0.003,0.007,26.8,2.22,<0.0003,<0.005,0.0272,0.43,5810,137,432,597,256,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,海鷗公園,2017/2/18 上午 11:47:00,4740,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,海鷗公園,2017/1/17 上午 09:54:00,4740,3.235,27.6,30800,7.0,0.2,--,<134.2,3990,22800,11700,7.80,0.02,1410,2.36,0.0133,<0.001,<0.001,0.002,0.019,<0.002,29.5,2.36,<0.0003,<0.005,0.0325,0.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,羌園國小,2017/10/26 上午 09:19:00,4741,1.100,27.9,4090,7.0,1.7,--,<145.1,690,2450,973,2.74,0.02,147,1.46,0.0349,<0.001,<0.001,<0.001,<0.003,<0.002,9.83,0.355,--,--,0.0069,0.17,560,6.99,166,60.4,302,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,羌園國小,2017/4/24 下午 12:44:00,4741,1.060,27.5,3950,7.0,1.5,--,<127.3,684,2740,1110,2.66,<0.01,167,1.79,0.0329,<0.001,<0.001,<0.001,<0.003,<0.002,9.33,0.367,<0.0003,<0.005,0.0457,0.23,586,7.78,172,60.1,302,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,羌園國小,2017/2/18 上午 09:30:00,4741,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,林邊河濱公園,2017/10/26 上午 10:31:00,4742,1.325,28.0,3350,7.2,1.9,--,<151.5,626,1900,703,1.50,<0.01,211,0.92,0.0050,<0.001,<0.001,<0.001,<0.003,<0.002,1.83,0.452,--,--,0.0081,0.20,400,24.2,94.3,91.6,306,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,林邊河濱公園,2017/2/18 上午 10:39:00,4742,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,竹林國小,2017/10/26 下午 01:32:00,4743,2.860,28.4,645,7.0,2.0,--,56.6,265,378,21.7,<0.01,0.99,48.4,0.90,0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.273,--,--,<0.006,0.20,22.9,21.6,82.2,14.1,257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,竹林國小,2017/2/18 下午 01:35:00,4743,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,東港國小,2017/10/26 上午 11:20:00,4744,1.780,29.0,2280,6.9,2.3,--,<37.9,653,1450,434,0.46,0.03,74.0,3.04,0.0106,<0.001,<0.001,<0.001,<0.003,<0.002,1.97,1.66,--,--,0.0392,0.46,233,9.93,193,39.7,424,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,東港國小,2017/5/25 上午 11:10:00,4744,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,東港國小,2017/4/25 上午 11:25:00,4744,1.840,27.6,2130,6.9,1.8,--,<86.7,629,1390,440,0.53,0.04,90.2,2.68,0.0144,<0.001,<0.001,<0.001,<0.003,<0.002,2.52,1.51,<0.0003,<0.005,0.0301,0.51,215,8.64,174,39.4,437,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,高雄市,二苓國小,2017/10/19 上午 11:00:00,4745,4.052,29.1,998,6.9,2.6,--,<50.6,384,613,34.0,0.39,0.07,158,1.24,0.0029,<0.001,<0.001,<0.001,<0.003,0.002,0.340,0.532,--,--,0.0253,1.19,70.3,4.31,106,30.7,325,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,高雄市,二苓國小,2017/4/21 上午 11:22:00,4745,4.575,28.2,1120,6.9,1.5,--,<66.3,429,725,38.8,0.36,<0.01,180,1.61,0.0014,<0.001,<0.001,<0.001,<0.003,<0.002,2.35,0.633,<0.0003,<0.005,0.0155,0.99,74.6,4.67,128,34.7,381,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,高雄市,二苓國小,2017/3/22 上午 11:29:00,4745,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,凌雲國小,2017/10/19 上午 11:02:00,4746,5.918,29.3,745,6.8,1.0,--,71.5,378,447,5.5,<0.01,0.54,52.3,1.29,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.006,0.526,--,--,0.0173,<0.1,11.3,12.5,135,20.7,340,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,凌雲國小,2017/3/22 上午 11:08:00,4746,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺北盆地,臺北市,洲美國小,2017/11/1 上午 12:00:00,4747,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,監測井廢井停止採樣
臺北盆地,臺北市,洲美國小,2017/8/1 上午 12:00:00,4747,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,監測井廢井停止採樣
臺北盆地,臺北市,洲美國小,2017/5/1 上午 12:00:00,4747,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,監測井廢井停止採樣
臺北盆地,臺北市,洲美國小,2017/4/1 上午 12:00:00,4747,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,監測井廢井停止採樣
臺北盆地,臺北市,洲美國小,2017/2/1 上午 12:00:00,4747,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,監測井廢井停止採樣
臺北盆地,臺北市,關渡國中,2017/11/14 下午 02:57:00,4748,2.901,27.3,420,6.6,0.1,--,<98.9,187,280,16.0,0.73,0.16,26.1,1.53,0.0050,<0.001,<0.001,<0.001,<0.003,0.007,1.23,2.10,--,--,<0.0060,0.17,24.0,11.3,64.2,11.5,210,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,臺北市,關渡國中,2017/8/8 上午 10:49:00,4748,3.112,26.4,495,6.8,1.1,--,<121,192,328,17.4,0.88,0.13,29.8,2.02,0.0047,<0.001,<0.001,<0.001,<0.003,0.005,1.16,2.36,--,--,<0.0060,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,臺北市,關渡國中,2017/5/9 下午 04:19:00,4748,3.123,25.6,513,6.9,0.6,--,<67.2,194,318,21.5,0.86,0.02,26.7,1.97,0.0056,<0.001,<0.001,0.001,<0.003,0.005,0.714,2.16,<0.0003,<0.005,<0.0060,0.20,22.9,9.09,51.7,9.93,219,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,臺北市,關渡國中,2017/4/14 下午 01:57:00,4748,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,臺北市,關渡國中,2017/2/14 上午 10:54:00,4748,3.258,26.0,540,6.7,1.1,--,<98.8,204,336,26.5,0.88,0.06,23.6,2.00,0.0042,<0.001,<0.001,<0.001,<0.003,0.008,1.22,2.63,<0.0003,<0.005,<0.0060,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,二重國小(新北市),2017/11/15 下午 12:50:00,4749,2.975,26.1,293,6.5,0.1,--,120,106,162,17.2,1.28,0.76,23.3,0.94,0.0009,<0.001,<0.001,<0.001,<0.003,0.016,0.013,0.035,--,--,<0.0060,0.39,18.0,2.99,27.4,11.2,89.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,二重國小(新北市),2017/4/17 下午 02:07:00,4749,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,0.00542,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,0.00300
臺北盆地,新北市,文林國小,2017/11/15 上午 09:37:00,4750,7.358,25.6,483,6.3,0.6,--,<82.6,154,274,28.8,3.70,0.16,41.6,1.92,0.0012,<0.001,0.002,<0.001,<0.003,0.009,17.1,0.415,--,--,0.0105,0.26,36.5,5.61,43.0,14.7,182,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,文林國小,2017/4/17 上午 09:39:00,4750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,成功國小(新北市),2017/11/14 下午 04:13:00,4751,3.708,26.3,1460,7.0,0.2,--,<213,327,810,266,6.88,0.18,8.7,9.53,0.0309,<0.001,<0.001,<0.001,<0.003,0.008,14.6,0.716,--,--,0.0085,0.38,246,13.3,62.6,43.6,335,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,成功國小(新北市),2017/4/14 下午 03:55:00,4751,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,柑園國小,2017/11/15 上午 11:10:00,4752,9.316,25.9,389,6.2,0.9,--,63.1,175,242,22.7,0.10,0.75,59.5,0.75,<0.0003,<0.001,<0.001,0.001,<0.003,0.009,0.253,0.358,--,--,<0.0060,<0.10,19.2,5.37,49.1,14.6,121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,柑園國小,2017/5/11 上午 09:34:00,4752,10.293,26.3,453,6.3,0.2,--,63.1,172,316,21.9,0.05,0.31,66.8,1.16,0.0011,<0.001,0.001,0.001,<0.003,0.012,0.212,0.498,<0.0003,<0.005,<0.0060,0.12,16.3,4.58,44.2,13.9,127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,柑園國小,2017/4/17 上午 11:32:00,4752,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,頂埔國小,2017/11/15 下午 12:09:00,4753,9.679,25.0,360,6.2,0.0,--,124,155,230,14.0,0.04,3.46,45.9,0.71,0.0008,<0.001,<0.001,<0.001,<0.003,0.008,0.023,0.088,--,--,<0.0060,<0.10,22.8,3.58,46.1,13.5,121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,頂埔國小,2017/5/8 下午 04:56:00,4753,9.234,25.9,396,6.2,2.7,--,137,153,312,14.8,0.05,4.29,48.2,0.92,0.0004,<0.001,0.001,<0.001,<0.003,0.007,0.018,0.093,<0.0003,<0.005,<0.0060,<0.10,19.3,3.85,42.3,12.1,119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,頂埔國小,2017/4/17 下午 01:31:00,4753,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,德音國小,2017/11/15 下午 03:47:00,4754,2.289,26.7,424,6.7,2.0,--,<89.3,145,232,8.0,1.70,0.12,15.4,3.13,0.0247,<0.001,0.001,<0.001,<0.003,0.026,16.8,0.588,--,--,0.0062,0.18,18.0,22.0,31.7,16.5,199,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,德音國小,2017/5/11 下午 03:40:00,4754,2.267,28.0,448,6.7,0.7,--,<55.9,129,241,9.0,1.53,0.04,17.1,7.05,0.0097,<0.001,<0.001,0.001,<0.003,0.004,4.88,0.459,<0.0003,<0.005,<0.0060,0.20,15.3,17.4,32.4,17.0,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,德音國小,2017/4/17 下午 12:00:00,4754,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,積穗國小,2017/11/15 下午 02:45:00,4755,3.085,24.3,514,6.4,0.4,--,<144,151,306,35.9,2.64,0.67,1.6,5.31,<0.0003,<0.001,0.002,<0.001,<0.003,0.008,3.15,0.762,--,--,<0.0060,0.38,72.3,11.5,16.5,27.7,242,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,積穗國小,2017/5/11 下午 02:41:00,4755,3.079,25.0,559,6.7,0.8,--,<56.7,138,355,33.5,2.38,0.21,3.4,5.77,0.0010,<0.001,0.001,<0.001,<0.003,0.005,2.52,0.649,<0.0003,<0.005,<0.0060,0.47,56.7,9.51,14.3,24.7,243,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,積穗國小,2017/4/17 下午 03:29:00,4755,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
桃園中壢臺地,桃園市,楊光國中小,2017/10/24 下午 02:56:00,4756,5.815,24.3,202,5.7,0.2,--,179,71.1,128,14.6,<0.01,0.80,8.0,0.55,<0.0003,<0.001,<0.001,0.002,<0.003,0.015,0.046,0.423,--,--,0.0085,<0.10,9.41,1.76,22.3,2.53,59.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
桃園中壢臺地,桃園市,楊光國中小,2017/8/7 下午 01:44:00,4756,8.225,24.4,262,5.7,0.0,--,194,73.2,155,28.5,0.02,2.29,6.7,0.64,<0.0003,<0.001,0.001,<0.001,<0.003,0.024,0.019,1.36,--,--,<0.0060,<0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
桃園中壢臺地,桃園市,楊光國中小,2017/5/5 下午 02:51:00,4756,8.823,24.3,231,5.8,0.1,--,252,73.5,144,18.7,0.01,1.69,7.7,0.47,<0.0003,<0.001,0.002,<0.001,<0.003,0.010,0.016,0.472,<0.0003,<0.005,<0.0060,<0.10,14.2,2.04,23.3,3.21,63.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
