採樣分區,縣市,測站名稱,採樣日期,測站編號,水面至井口深度,水溫,導電度,酸鹼值,溶氧(電極法),溶氧飽和度,氧化還原電位,總硬度,總溶解固體物,氯鹽,氨氮,硝酸鹽氮,硫酸鹽,總有機碳,砷,鎘,鉻,銅,鉛,鋅,鐵,錳,汞,鎳,總酚,氟鹽,鈉,鉀,鈣,鎂,總鹼度,苯,甲苯,乙苯,二甲苯,naphthalene,四氯化碳,氯苯,氯仿,氯甲烷,1,4—二氯苯,1,1—二氯乙烷,1,2—二氯乙烷,1,1—二氯乙烯,順1,2—二氯乙烯,反1,2—二氯乙烯,三氯乙烯,四氯乙烯,氯乙烯,二氯甲烷,1,1,2—三氯乙烷,1,1,1—三氯乙烷,1,2-二氯苯,甲基第三丁基醚,備註
,,,,,m,℃,μmho/cm25℃,,mg/L,%,mV,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
屏東平原,屏東縣,繁華國小,2017/4/21 下午 03:10:00,4708,24.910,28.4,730,7.1,5.2,--,224.4,373,519,9.8,<0.01,10.3,121,0.98,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.015,<0.005,<0.0003,<0.005,0.0696,<0.1,12.1,2.16,130,19.6,250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,繁華國小,2017/2/6 下午 03:25:00,4708,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,屏東教育大學(原為屏東師院),2017/10/23 下午 05:33:00,4709,4.856,27.3,748,6.9,2.0,--,<75.4,374,528,21.1,0.23,0.08,101,0.92,0.0027,<0.001,<0.001,<0.001,<0.003,<0.002,1.57,0.806,--,--,<0.006,0.14,18.9,2.20,133,16.0,289,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,屏東教育大學(原為屏東師院),2017/4/21 下午 02:23:00,4709,5.073,28.0,790,6.9,1.1,--,<88.8,398,531,24.3,0.23,0.02,116,1.57,0.0023,<0.001,<0.001,<0.001,<0.003,<0.002,1.68,0.831,<0.0003,<0.005,0.0224,0.16,18.9,2.09,141,16.5,302,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,屏東教育大學(原為屏東師院),2017/3/21 下午 03:20:00,4709,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,歸來國小,2017/10/30 上午 09:51:00,4710,6.070,28.4,783,6.9,1.6,--,185.3,396,501,15.6,<0.01,4.43,67.6,1.03,<0.0003,<0.001,<0.001,<0.001,<0.003,0.002,0.013,0.573,--,--,0.0288,0.20,20.8,2.82,150,14.8,329,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,歸來國小,2017/4/26 上午 09:34:00,4710,5.765,28.4,875,6.9,1.3,--,102.3,397,520,14.8,0.03,2.86,80.3,0.90,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.779,<0.0003,<0.005,0.0365,0.18,16.1,2.25,135,14.0,316,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,歸來國小,2017/2/21 上午 09:32:00,4710,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,麟洛國小,2017/10/21 下午 02:01:00,4711,4.098,28.8,676,7.0,2.5,--,<6.7,308,422,14.8,0.02,0.17,82.1,0.93,0.0003,<0.001,<0.001,<0.001,<0.003,0.002,0.218,0.833,--,--,0.0328,0.15,18.0,6.37,107,13.2,244,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,麟洛國小,2017/3/29 下午 02:26:00,4711,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,榮華國小,2017/10/21 上午 11:01:00,4713,6.336,28.5,776,6.9,4.4,--,218.1,386,530,11.4,<0.01,13.9,70.1,0.96,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.007,<0.005,--,--,0.0241,<0.1,7.05,3.69,139,14.2,260,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,榮華國小,2017/3/29 上午 11:17:00,4713,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,東勢福德祠,2017/10/14 上午 11:25:00,4714,2.313,27.8,852,6.8,2.2,--,<16.4,414,514,17.2,0.07,0.02,121,1.08,0.0009,<0.001,<0.001,<0.001,<0.003,0.007,1.42,1.13,--,--,0.0414,0.13,16.5,7.94,158,14.7,321,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,東勢福德祠,2017/2/23 上午 11:13:00,4714,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,泰安國小,2017/10/14 上午 10:08:00,4715,6.447,26.6,201,5.6,5.6,--,216.7,48.4,134,16.1,<0.01,7.33,13.9,0.91,<0.0003,<0.001,<0.001,<0.001,<0.003,0.002,0.011,<0.005,--,--,0.0377,<0.1,13.3,1.20,12.2,5.32,20.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,泰安國小,2017/2/23 上午 09:50:00,4715,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,豐田國小,2017/10/21 下午 12:32:00,4716,1.453,27.6,696,7.0,1.1,--,<56.5,326,450,15.4,0.05,0.08,95.6,1.00,0.0021,<0.001,<0.001,<0.001,<0.003,<0.002,1.39,0.568,--,--,0.0269,0.12,11.0,6.91,114,13.0,241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,豐田國小,2017/3/29 下午 12:29:00,4716,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,富田國小,2017/10/14 下午 01:36:00,4717,1.493,28.7,673,6.9,1.7,--,74.4,307,434,19.6,0.43,4.09,105,2.04,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.043,0.484,--,--,0.0373,0.24,16.2,6.79,107,15.4,210,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,富田國小,2017/2/23 下午 01:42:00,4717,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,美和高中(原為美和中學),2017/10/30 上午 09:40:00,4718,2.246,28.4,566,6.5,2.2,--,<40.6,244,361,15.2,0.30,0.03,52.7,1.86,0.0050,<0.001,<0.001,<0.001,<0.003,<0.002,3.31,0.504,--,--,0.0237,0.25,18.4,3.49,86.0,11.3,206,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,美和高中(原為美和中學),2017/4/19 下午 12:52:00,4718,3.010,28.3,579,6.7,1.4,--,<82.9,250,322,13.9,0.30,<0.01,52.8,1.21,0.0087,<0.001,<0.001,<0.001,<0.003,<0.002,4.33,0.719,<0.0003,<0.005,0.0326,0.24,19.1,4.80,81.8,11.2,225,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,美和高中(原為美和中學),2017/3/23 上午 10:29:00,4718,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,僑智國小,2017/10/30 上午 11:00:00,4719,2.600,30.0,194,6.3,2.8,--,134.0,76.0,128,5.2,<0.01,2.54,17.2,1.02,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.015,--,--,0.0318,0.20,6.91,1.15,28.1,2.11,88.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,僑智國小,2017/3/23 上午 11:39:00,4719,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,萬巒國小,2017/10/26 上午 11:03:00,4720,6.223,27.9,466,6.6,1.4,--,43.4,220,269,12.1,0.09,0.83,54.0,0.76,0.0106,<0.001,<0.001,<0.001,<0.003,<0.002,3.29,0.999,--,--,0.0140,0.23,12.2,4.06,59.7,14.6,164,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,萬巒國小,2017/4/19 上午 11:00:00,4720,7.515,27.7,469,6.5,1.2,--,<11.5,215,276,14.7,0.04,0.02,60.6,1.30,0.0072,<0.001,<0.001,<0.001,<0.003,<0.002,1.94,0.937,<0.0003,<0.005,0.0258,0.21,11.0,4.36,66.0,16.3,161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,萬巒國小,2017/3/30 上午 11:09:00,4720,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,五溝國小,2017/10/26 上午 09:46:00,4721,2.089,27.4,280,6.3,1.6,--,56.4,99.1,169,12.8,0.09,0.02,50.4,0.76,0.0031,<0.001,<0.001,<0.001,<0.003,0.002,2.32,1.11,--,--,0.0089,0.12,9.94,6.49,23.5,9.93,60.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,五溝國小,2017/7/20 下午 12:47:00,4721,2.115,26.7,280,6.1,0.7,--,10.0,106,191,14.9,0.12,0.13,55.5,0.66,0.0030,<0.001,<0.001,<0.001,<0.003,0.002,2.48,1.17,--,--,0.0113,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,五溝國小,2017/4/19 上午 09:47:00,4721,2.730,26.8,286,6.3,2.9,--,31.6,106,171,14.8,0.10,0.01,54.2,0.89,0.0034,<0.001,<0.001,<0.001,<0.003,<0.002,2.32,1.17,<0.0003,<0.005,0.0278,0.13,9.59,6.74,26.0,11.3,61.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,五溝國小,2017/3/30 上午 09:49:00,4721,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,五溝國小,2017/1/18 下午 01:07:00,4721,2.370,27.0,278,6.1,0.1,--,2.7,101,200,13.9,0.14,<0.01,47.6,0.89,0.0028,<0.001,<0.001,<0.001,<0.003,<0.002,2.52,1.17,<0.0003,<0.005,0.0067,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,大明國小鳳明分班,2017/10/25 下午 02:40:00,4723,4.325,28.0,792,6.9,2.0,--,<66.4,409,513,9.4,0.06,0.02,104,1.04,0.0099,<0.001,<0.001,<0.001,<0.003,<0.002,2.41,1.14,--,--,0.0207,0.17,14.0,1.94,142,16.0,307,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,大明國小鳳明分班,2017/3/31 下午 02:23:00,4723,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,潮州國中,2017/10/30 下午 12:30:00,4724,3.973,28.4,474,6.7,4.7,--,145.7,180,297,12.5,<0.01,11.4,38.2,0.72,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,--,--,0.0200,0.20,17.2,3.21,60.7,10.2,128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,潮州國中,2017/4/19 下午 02:18:00,4724,4.955,27.2,621,6.8,2.7,--,121.6,257,401,24.9,<0.01,16.7,54.1,1.13,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,<0.0003,<0.005,0.0242,0.19,19.6,3.67,85.4,14.5,171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,潮州國中,2017/3/23 下午 01:19:00,4724,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,高屏溪河濱休閒場地(原為屏東河濱公園),2017/10/14 上午 10:05:00,4725,5.939,27.7,854,6.9,2.9,--,170.4,416,516,13.5,<0.01,12.7,76.4,1.25,<0.0003,<0.001,<0.001,<0.001,<0.003,0.002,0.008,<0.005,--,--,0.0274,0.12,14.4,9.49,143,20.2,324,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,高屏溪河濱休閒場地(原為屏東河濱公園),2017/7/21 上午 09:24:00,4725,5.545,27.6,850,6.8,1.2,--,90.8,430,610,15.4,0.03,10.5,70.4,1.00,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.006,0.006,--,--,0.0109,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,高屏溪河濱休閒場地(原為屏東河濱公園),2017/4/24 上午 09:05:00,4725,6.089,27.4,962,6.9,3.8,--,207.2,482,696,18.8,0.02,22.0,79.1,1.80,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,<0.0003,<0.005,0.0130,0.13,14.3,9.51,169,23.4,346,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,高屏溪河濱休閒場地(原為屏東河濱公園),2017/2/22 上午 09:53:00,4725,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,高屏溪河濱休閒場地(原為屏東河濱公園),2017/1/19 上午 09:33:00,4725,5.746,28.0,863,6.8,1.5,--,142.8,424,570,15.3,0.04,10.6,64.3,1.34,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,<0.0003,<0.005,0.0155,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,興華國小,2017/10/30 下午 04:05:00,4726,5.400,28.6,708,7.0,1.1,--,150.2,357,510,10.2,<0.01,9.28,71.4,1.07,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.036,--,--,0.0522,0.25,11.2,11.9,132,13.8,270,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,興華國小,2017/4/26 下午 03:10:00,4726,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,井內水位過低未採樣
屏東平原,屏東縣,興華國小,2017/2/21 下午 03:27:00,4726,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,興化國小,2017/10/25 下午 01:22:00,4727,4.810,29.2,612,7.0,1.7,--,143.6,306,372,4.1,0.01,0.35,35.8,0.85,0.0004,<0.001,<0.001,<0.001,<0.003,<0.002,0.006,0.309,--,--,<0.006,0.24,10.4,1.03,123,6.01,281,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,興化國小,2017/3/31 下午 01:14:00,4727,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,瓦媱國小(原為仙吉國小瓦媱分校),2017/10/27 下午 02:43:00,4728,3.514,28.9,322,6.3,4.0,--,175.7,108,188,10.9,<0.01,10.8,22.8,0.64,0.0009,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,<0.005,--,--,0.0285,0.17,14.8,12.2,37.3,5.73,78.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,瓦媱國小(原為仙吉國小瓦媱分校),2017/5/18 下午 02:24:00,4728,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,新園國小,2017/10/27 上午 11:35:00,4729,6.605,28.3,949,7.0,1.4,--,112.1,430,540,54.9,<0.01,10.5,47.9,0.97,<0.0003,<0.001,<0.001,<0.001,<0.003,0.005,<0.005,0.748,--,--,<0.006,0.19,31.6,18.2,138,23.1,331,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,新園國小,2017/5/18 上午 11:19:00,4729,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,港西國小,2017/10/27 上午 09:52:00,4730,4.730,29.7,686,7.1,1.8,--,133.5,297,404,34.9,<0.01,7.28,32.0,0.77,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.027,0.080,--,--,0.0196,0.15,29.9,8.65,103,16.2,257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,港西國小,2017/5/18 上午 10:01:00,4730,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,港西國小,2017/4/25 下午 12:59:00,4730,4.980,28.5,806,7.1,2.4,--,101.3,335,519,55.7,<0.01,7.06,52.9,0.76,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.128,<0.0003,<0.005,0.0276,0.15,44.1,10.6,100,17.5,297,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,潮南國小,2017/10/25 上午 10:18:00,4731,2.888,28.2,549,6.4,1.4,--,<199.5,246,342,25.6,<0.01,0.02,49.6,0.97,0.0012,<0.001,<0.001,<0.001,<0.003,0.002,0.698,0.398,--,--,<0.006,0.28,17.7,0.537,80.8,13.5,190,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,潮南國小,2017/4/21 上午 09:30:00,4731,4.315,27.5,733,6.6,1.0,--,103.7,331,517,55.7,0.06,0.07,141,1.50,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.042,1.37,<0.0003,<0.005,0.0690,0.31,24.6,1.25,115,18.0,197,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,潮南國小,2017/3/31 上午 09:57:00,4731,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,崁頂國小,2017/10/25 上午 11:33:00,4732,3.970,26.6,340,7.4,1.3,--,<96.4,127,221,2.3,0.17,0.02,38.9,0.61,0.0087,<0.001,<0.001,<0.001,<0.003,<0.002,1.46,0.485,--,--,0.0214,0.32,22.7,0.548,39.3,8.34,131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,崁頂國小,2017/4/21 上午 10:58:00,4732,6.673,26.5,340,7.2,0.9,--,<133.2,131,229,2.7,0.18,0.02,42.2,0.98,0.0076,<0.001,<0.001,<0.001,<0.003,<0.002,1.20,0.527,<0.0003,<0.005,0.0389,0.40,22.4,0.490,39.5,8.36,135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,崁頂國小,2017/3/31 上午 11:11:00,4732,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,建功森林親水公園(原為建功親水公園),2017/10/26 下午 03:02:00,4733,1.000,28.2,750,6.9,2.1,--,66.1,372,458,8.6,<0.01,10.7,69.2,0.66,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.017,0.053,--,--,<0.006,0.11,8.45,6.09,126,18.8,282,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,建功森林親水公園(原為建功親水公園),2017/4/24 下午 03:36:00,4733,5.412,27.0,501,7.2,2.4,--,101.1,273,347,4.3,0.02,5.11,71.1,1.04,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.010,<0.005,<0.0003,<0.005,0.0553,0.15,6.13,4.87,95.4,14.2,202,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
